1608797549984402,0,0,0,0,0,-72,10,4,0,0,0,6,-22,1002,14340
1608797549997329,0,0,0,0,0,-72,9,4,0,0,0,6,-22,1002,14353
1608797550010309,0,0,0,0,0,-72,9,4,0,0,0,9,-25,1002,14366
1608797550023392,0,0,0,0,0,-72,9,4,0,0,0,7,-25,1004,14379
1608797550036420,0,0,0,0,0,-72,9,4,0,0,0,10,-20,1002,14392
1608797550049475,0,0,0,0,0,-72,10,4,0,0,0,10,-13,999,14405
1608797550062449,0,0,0,0,0,-72,9,4,0,0,0,10,-12,1004,14418
1608797550075412,0,0,0,0,0,-72,10,4,0,0,0,7,-15,1000,14431
1608797550088295,0,0,0,0,0,-72,9,4,0,0,0,9,-24,1005,14444
1608797550101465,0,0,0,0,0,-72,9,4,0,0,0,9,-24,1005,14457
1608797550114410,0,0,0,0,0,-72,10,4,0,0,0,9,-24,1005,14470
1608797550127439,0,0,0,0,0,-72,10,4,0,0,0,9,-24,1005,14483
1608797550140401,0,0,0,0,0,-72,10,4,0,0,0,9,-24,1005,14496
1608797550153443,0,0,0,0,0,-72,10,4,0,0,0,8,-13,1002,14509
1608797550166355,0,0,0,0,0,-72,9,4,0,0,0,8,-13,1002,14522
1608797550179414,0,0,0,0,0,-72,9,4,0,0,0,10,-23,1002,14535
1608797550192554,0,0,0,0,0,-72,10,4,0,0,0,10,-23,1002,14548
1608797550205515,0,0,0,0,0,-72,10,4,0,0,0,10,-23,1002,14561
1608797550218703,0,0,0,0,0,-72,10,4,0,0,0,10,-23,1002,14574
1608797550231389,0,0,0,0,0,-72,10,4,0,0,0,8,-16,1002,14587
1608797550244437,0,0,0,0,0,-73,10,4,0,0,0,7,-16,1003,14600
1608797550257406,0,0,0,0,0,-72,10,4,0,0,0,7,-16,1003,14613
1608797550270479,0,0,0,0,0,-73,10,4,0,0,0,7,-16,1003,14626
1608797550283371,0,0,0,0,0,-73,10,4,0,0,0,9,-20,1001,14639
1608797550296351,0,0,0,0,0,-73,10,4,0,0,0,7,-22,1003,14652
1608797550309399,0,0,0,0,0,-73,10,4,0,0,0,7,-22,1003,14665
1608797550322344,0,0,0,0,0,-73,10,5,0,0,0,9,-17,999,14678
1608797550335406,0,0,0,0,0,-73,10,5,0,0,0,8,-17,999,14691
1608797550348288,0,0,0,0,0,-73,11,5,0,0,0,8,-17,999,14704
1608797550361453,0,0,0,0,0,-73,11,5,0,0,0,10,-17,1003,14717
1608797550374478,0,0,0,0,0,-73,10,5,0,0,0,10,-19,1003,14730
1608797550387365,0,0,0,0,0,-73,10,5,0,0,0,5,-21,1003,14743
1608797550400306,0,0,0,0,0,-73,11,5,0,0,0,8,-17,999,14756
1608797550413370,0,0,0,0,0,-73,11,5,0,0,0,7,-20,1002,14769
1608797550426534,0,0,0,0,0,-73,10,5,0,0,0,11,-17,1001,14782
1608797550440466,0,0,0,0,0,-73,10,5,0,0,0,11,-18,1004,14796
1608797550453364,0,0,0,0,0,-73,10,5,0,0,0,8,-19,1005,14809
1608797550466380,0,0,0,0,0,-73,10,5,0,0,0,7,-20,1006,14822
1608797550479362,0,0,0,0,0,-73,10,6,0,0,0,7,-20,1006,14835
1608797550492355,0,0,0,0,0,-73,10,6,0,0,0,10,-20,999,14848
1608797550505364,0,0,0,0,0,-73,10,6,0,0,0,10,-20,999,14861
1608797550518347,0,0,0,0,0,-73,10,6,0,0,0,10,-20,999,14874
1608797550531344,0,0,0,0,0,-73,10,6,0,0,0,9,-18,1004,14887
1608797550544363,0,0,0,0,0,-73,10,6,0,0,0,9,-18,1004,14900
1608797550557360,0,0,0,0,0,-73,10,6,0,0,0,9,-18,1004,14913
1608797550570356,0,0,0,0,0,-73,10,6,0,0,0,8,-18,1004,14926
1608797550583279,0,0,0,0,0,-73,9,6,0,0,0,8,-18,1004,14939
1608797550596375,0,0,0,0,0,-73,10,6,0,0,0,8,-19,1004,14952
1608797550609362,0,0,0,0,0,-73,10,6,0,0,0,8,-19,1004,14965
1608797550622372,0,0,0,0,0,-73,10,6,0,0,0,9,-19,1001,14978
